#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_3_x3_russia_bb,bc,ca,cl",,76,gun_3_x3,russia,"bb,bc,ca,cl",dreadnought_gun_178_x3,0.75,0.853125,4,,dreadnought_gun_178_x3,0.775,0.8775,4.05,,dreadnought_gun_178_x3,0.8,0.90,4.1,,ussr_gun_50_x3,1.03,1.14,2.15,,ussr_gun_50_x3,1.04,1.15,2.17,,,,,,,,,,,
"gun_3_x4_russia_bb,bc,ca, cl, dd",,76,gun_3_x4,russia,"bb,bc,ca, cl, dd",ussr_gun_50_x4,1,1.096,1.22,,ussr_gun_50_x4,1,1.12,1.22,,ussr_gun_50_x4,1.0125,1.12,1.26,,ussr_gun_50_x4,1.03,1.14,2.15,,ussr_gun_50_x4,1.04,1.15,2.17,,,,,,,,,,,
"gun_4_x1_russia_cl, dd",,102,gun_4_x1,russia,"cl, dd",,,,,,,,,,,,,,,,ussr_gun_100_x1,0.95,0.975,1.98,,ussr_gun_100_x1,0.96,0.99,2,,,,,,,,,,,
"gun_4_x2_russia_cl, dd",,102,gun_4_x2,russia,"cl, dd",,,,,,,,,,,,,,,,ussr_gun_100_x2,0.95,0.975,1.98,,ussr_gun_100_x2,0.96,0.99,2,,,,,,,,,,,
"gun_4_x3_russia_cl, dd",,102,gun_4_x3,russia,"cl, dd",,,,,,,,,,,,,,,,ussr_gun_100_x3,0.95,0.975,1.98,,ussr_gun_100_x3,0.96,0.99,2,,,,,,,,,,,
"gun_4_x1_russia_bb,bc,ca, cl, dd",,102,gun_4_x1,russia,"bb,bc,ca, cl, dd",tsesarevich_gun_152_x1,0.8,0.8775,2.5,,dreadnought_gun_178_x1,0.9,1,2.44,,dreadnought_gun_178_x1,0.925,1.01,2.46,,ussr_gun_100_x1,1,1.02,1.98,,ussr_gun_100_x1,1.01,1.03,2,,,,,,,,,,,
"gun_4_x2_russia_bb,bc,ca, cl, dd",,102,gun_4_x2,russia,"bb,bc,ca, cl, dd",tsesarevich_gun_152_x2,0.8,0.8775,2.5,,dreadnought_gun_178_x2,0.9,1,2.44,,dreadnought_gun_178_x2,0.925,1.01,2.46,,ussr_gun_100_x2,1,1.02,1.98,,ussr_gun_100_x2,1.01,1.03,2,,,,,,,,,,,
"gun_4_x3_russia_bb,bc,ca, cl, dd",,102,gun_4_x3,russia,"bb,bc,ca, cl, dd",tsesarevich_gun_152_x3,0.8,0.8775,2.5,,dreadnought_gun_178_x3,0.9,1,2.44,,dreadnought_gun_178_x3,0.925,1.01,2.46,,ussr_gun_100_x3,1,1.02,1.98,,ussr_gun_100_x3,1.01,1.03,2,,,,,,,,,,,
"gun_5_x1_russia_cl, dd",,127,gun_5_x1,russia,"cl, dd",,,,,,,,,,,,,,,,ussr_gun_100_x1,1.05,1.08,1.98,,ussr_gun_100_x1,1.06,1.09,2,,,,,,,,,,,
"gun_5_x2_russia_cl, dd",,127,gun_5_x2,russia,"cl, dd",,,,,,,,,,,,,,,,ussr_gun_100_x2,1.05,1.08,1.98,,ussr_gun_100_x2,1.06,1.09,2,,,,,,,,,,,
"gun_5_x3_russia_cl, dd",,127,gun_5_x3,russia,"cl, dd",,,,,,,,,,,,,,,,ussr_gun_100_x3,1.05,1.08,1.98,,ussr_gun_100_x3,1.06,1.09,2,,,,,,,,,,,
"gun_5_x1_russia_bb,bc,ca",,127,gun_5_x1,russia,"bb,bc,ca",tsesarevich_gun_152_x1,0.9,0.975,1.55,,dreadnought_gun_178_x1,1.025,1.1,1.2,,dreadnought_gun_178_x1,1.05,1.12,1.22,,ussr_gun_152_x1,0.92,0.975,1.55,,ussr_gun_152_x1,0.93,0.99,1.57,,,,,,,,,,,
"gun_5_x2_russia_bb,bc,ca",,127,gun_5_x2,russia,"bb,bc,ca",tsesarevich_gun_152_x2,0.9,0.975,1.55,,dreadnought_gun_178_x2,1.025,1.1,1.2,,dreadnought_gun_178_x2,1.05,1.12,1.22,,ussr_gun_152_x2,0.92,0.975,1.55,,ussr_gun_152_x2,0.93,0.99,1.57,,,,,,,,,,,
"gun_5_x3_russia_bb,bc,ca",,127,gun_5_x3,russia,"bb,bc,ca",tsesarevich_gun_152_x3,0.9,0.975,1.55,,dreadnought_gun_178_x3,1.025,1.1,1.2,,dreadnought_gun_178_x3,1.05,1.12,1.22,,ussr_gun_152_x3,0.92,0.975,1.55,,ussr_gun_152_x3,0.93,0.99,1.57,,,,,,,,,,,
"gun_6_x1_russia_bb,bc,ca,cl",,152,gun_6_x1,russia,"bb,bc,ca,cl",tsesarevich_gun_152_x1,1,1.0725,1.25,,dreadnought_gun_178_x1,1.125,1.17,1.2,,dreadnought_gun_178_x1,1.15,1.19,1.22,,ussr_gun_152_x1,1,1.07,1.34,,ussr_gun_152_x1,1.01,1.09,1.36,,,,,,,,,,,
"gun_6_x2_russia_bb,bc,ca,cl",,152,gun_6_x2,russia,"bb,bc,ca,cl",tsesarevich_gun_152_x2,1,1.0725,1.25,,dreadnought_gun_178_x2,1.125,1.17,1.2,,dreadnought_gun_178_x2,1.15,1.19,1.22,,ussr_gun_152_x2,1,1.07,1.34,,ussr_gun_152_x2,1.01,1.09,1.36,,,,,,,,,,,
"gun_6_x3_russia_bb,bc,ca,cl",,152,gun_6_x3,russia,"bb,bc,ca,cl",tsesarevich_gun_152_x3,1,1.0725,1.25,,dreadnought_gun_178_x3,1.125,1.17,1.2,,dreadnought_gun_178_x3,1.15,1.19,1.22,,ussr_gun_152_x3,1,1.07,1.34,,ussr_gun_152_x3,1.01,1.09,1.36,,,,,,,,,,,
"gun_7_x1_russia_bb,bc,ca,cl",,178,gun_7_x1,russia,"bb,bc,ca,cl",tsesarevich_gun_152_x1,1.1,1.17,1.25,,dreadnought_gun_178_x1,1.2,1.243,1.2,,dreadnought_gun_178_x1,1.225,1.27,1.22,,ussr_gun_152_x1,1.1,1.28,1.34,,ussr_gun_152_x1,1.11,1.3,1.36,,,,,,,,,,,
"gun_7_x2_russia_bb,bc,ca,cl",,178,gun_7_x2,russia,"bb,bc,ca,cl",tsesarevich_gun_152_x2,1.1,1.17,1.25,,dreadnought_gun_178_x2,1.2,1.243,1.2,,dreadnought_gun_178_x2,1.225,1.27,1.22,,ussr_gun_152_x2,1.1,1.28,1.34,,ussr_gun_152_x2,1.11,1.3,1.36,,,,,,,,,,,
"gun_7_x3_russia_bb,bc,ca,cl",,178,gun_7_x3,russia,"bb,bc,ca,cl",tsesarevich_gun_152_x3,1.1,1.17,1.25,,dreadnought_gun_178_x3,1.2,1.243,1.2,,dreadnought_gun_178_x3,1.225,1.27,1.22,,ussr_gun_152_x3,1.1,1.28,1.34,,ussr_gun_152_x3,1.11,1.3,1.36,,,,,,,,,,,
"gun_8_x1_russia_bb,bc,ca,cl",,203,gun_8_x1,russia,"bb,bc,ca,cl",tsesarevich_gun_152_x1,1.2,1.275,1.25,,dreadnought_gun_178_x1,1.275,1.375,1.2,,dreadnought_gun_178_x1,1.3,1.39,1.22,,ussr_gun_406_x1,0.48,0.546,1.8,,ussr_gun_406_x1,0.49,0.55,1.82,,,,,,,,,,,
"gun_8_x2_russia_bb,bc,ca,cl",,203,gun_8_x2,russia,"bb,bc,ca,cl",tsesarevich_gun_152_x2,1.2,1.275,1.25,,dreadnought_gun_178_x2,1.275,1.375,1.2,,dreadnought_gun_178_x2,1.3,1.39,1.22,,ussr_gun_406_x2,0.48,0.546,1.8,,ussr_gun_406_x2,0.49,0.55,1.82,,,,,,,,,,,
"gun_8_x3_russia_bb,bc,ca,cl",,203,gun_8_x3,russia,"bb,bc,ca,cl",tsesarevich_gun_152_x3,1.2,1.275,1.25,,dreadnought_gun_178_x3,1.275,1.375,1.2,,dreadnought_gun_178_x3,1.3,1.39,1.22,,ussr_gun_406_x3,0.48,0.546,1.8,,ussr_gun_406_x3,0.49,0.55,1.82,,,,,,,,,,,
###,,,###,,,BIG GUNS RUSSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_9_x1_russia,,229,gun_9_x1,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x1,0.56,0.624,1.43,,ussr_gun_406_x1,0.57,0.63,1.45,,,,,,,,,,,
gun_9_x2_russia,,229,gun_9_x2,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x2,0.56,0.624,1.43,,ussr_gun_406_x2,0.57,0.63,1.45,,,,,,,,,,,
gun_9_x3_russia,,229,gun_9_x3,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x3,0.56,0.624,1.43,,ussr_gun_406_x3,0.57,0.63,1.45,,,,,,,,,,,
gun_10_x1_russia,,254,gun_10_x1,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x1,0.64,0.7,1.43,,ussr_gun_406_x1,0.65,0.71,1.45,,,,,,,,,,,
gun_10_x2_russia,,254,gun_10_x2,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x2,0.64,0.7,1.43,,ussr_gun_406_x2,0.65,0.71,1.45,,,,,,,,,,,
gun_10_x3_russia,,254,gun_10_x3,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x3,0.64,0.7,1.43,,ussr_gun_406_x3,0.65,0.71,1.45,,,,,,,,,,,
gun_11_x1_russia,,279,gun_11_x1,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x1,0.72,0.78,1.43,,ussr_gun_406_x1,0.73,0.79,1.45,,,,,,,,,,,
gun_11_x2_russia,,279,gun_11_x2,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x2,0.72,0.78,1.43,,ussr_gun_406_x2,0.73,0.79,1.45,,,,,,,,,,,
gun_11_x3_russia,,279,gun_11_x3,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x3,0.72,0.78,1.43,,ussr_gun_406_x3,0.73,0.79,1.45,,,,,,,,,,,
gun_12_x1_russia,,305,gun_12_x1,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x1,0.8,0.83,1.43,,ussr_gun_406_x1,0.81,0.84,1.45,,,,,,,,,,,
gun_12_x2_russia,,305,gun_12_x2,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x2,0.8,0.83,1.43,,ussr_gun_406_x2,0.81,0.84,1.45,,,,,,,,,,,
gun_12_x3_russia,,305,gun_12_x3,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x3,0.8,0.83,1.43,,ussr_gun_406_x3,0.81,0.84,1.45,,,,,,,,,,,
gun_13_x1_russia,,330,gun_13_x1,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x1,0.85,0.88,1.43,,ussr_gun_406_x1,0.86,0.89,1.45,,,,,,,,,,,
gun_13_x2_russia,,330,gun_13_x2,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x2,0.85,0.88,1.43,,ussr_gun_406_x2,0.86,0.89,1.45,,,,,,,,,,,
gun_13_x3_russia,,330,gun_13_x3,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x3,0.85,0.88,1.43,,ussr_gun_406_x3,0.86,0.89,1.45,,,,,,,,,,,
gun_14_x1_russia,,356,gun_14_x1,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x1,0.9,0.93,1.43,,ussr_gun_406_x1,0.91,0.94,1.45,,,,,,,,,,,
gun_14_x2_russia,,356,gun_14_x2,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x2,0.9,0.93,1.43,,ussr_gun_406_x2,0.91,0.94,1.45,,,,,,,,,,,
gun_14_x3_russia,,356,gun_14_x3,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x3,0.9,0.93,1.43,,ussr_gun_406_x3,0.91,0.94,1.45,,,,,,,,,,,
gun_15_x1_russia,,381,gun_15_x1,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x1,0.95,0.975,1.43,,ussr_gun_406_x1,0.96,0.99,1.45,,,,,,,,,,,
gun_15_x2_russia,,381,gun_15_x2,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x2,0.95,0.975,1.43,,ussr_gun_406_x2,0.96,0.99,1.45,,,,,,,,,,,
gun_15_x3_russia,,381,gun_15_x3,russia,,,,,,,,,,,,,,,,,ussr_gun_406_x3,0.95,0.975,1.43,,ussr_gun_406_x3,0.96,0.99,1.45,,,,,,,,,,,
gun_16_x1_russia,,406,gun_16_x1,russia,,,,,,,,,,,,ussr_gun_406_x1,0.985,1.01,1.41,,ussr_gun_406_x1,1,1.02,1.43,,ussr_gun_406_x1,1.01,1.04,1.45,,,,,,,,,,,
gun_16_x2_russia,,406,gun_16_x2,russia,,,,,,,,,,,,ussr_gun_406_x2,0.985,1.01,1.41,,ussr_gun_406_x2,1,1.02,1.43,,ussr_gun_406_x2,1.01,1.04,1.45,,,,,,,,,,,
gun_16_x3_russia,,406,gun_16_x3,russia,,,,,,,,,,,,ussr_gun_406_x3,0.985,1.01,1.41,,ussr_gun_406_x3,1,1.02,1.43,,ussr_gun_406_x3,1.01,1.04,1.45,,,,,,,,,,,
gun_17_x1_russia,,432,gun_17_x1,russia,,ussr_gun_406_x1,1,1.025,1.37,,ussr_gun_406_x1,1.02,1.04,1.39,,ussr_gun_406_x1,1.03,1.06,1.41,,ussr_gun_406_x1,1.05,1.07,1.43,,ussr_gun_406_x1,1.06,1.09,1.45,,,,,,,,,,,
gun_17_x2_russia,,432,gun_17_x2,russia,,ussr_gun_406_x2,1,1.025,1.37,,ussr_gun_406_x2,1.02,1.04,1.39,,ussr_gun_406_x2,1.03,1.06,1.41,,ussr_gun_406_x2,1.05,1.07,1.43,,ussr_gun_406_x2,1.06,1.09,1.45,,,,,,,,,,,
gun_17_x3_russia,,432,gun_17_x3,russia,,ussr_gun_406_x3,1,1.025,1.37,,ussr_gun_406_x3,1.02,1.04,1.39,,ussr_gun_406_x3,1.03,1.06,1.41,,ussr_gun_406_x3,1.05,1.07,1.43,,ussr_gun_406_x3,1.06,1.09,1.45,,,,,,,,,,,
gun_18_x1_russia,,457,gun_18_x1,russia,,ussr_gun_406_x1,1.05,1.071,1.37,,ussr_gun_406_x1,1.067,1.09,1.39,,ussr_gun_406_x1,1.08,1.1,1.41,,ussr_gun_406_x1,1.1,1.12,1.43,,ussr_gun_406_x1,1.11,1.13,1.45,,,,,,,,,,,
gun_18_x2_russia,,457,gun_18_x2,russia,,ussr_gun_406_x2,1.05,1.071,1.37,,ussr_gun_406_x2,1.067,1.09,1.39,,ussr_gun_406_x2,1.08,1.1,1.41,,ussr_gun_406_x2,1.1,1.12,1.43,,ussr_gun_406_x2,1.11,1.13,1.45,,,,,,,,,,,
gun_18_x3_russia,,457,gun_18_x3,russia,,ussr_gun_406_x3,1.05,1.071,1.37,,ussr_gun_406_x3,1.067,1.09,1.39,,ussr_gun_406_x3,1.08,1.1,1.41,,ussr_gun_406_x3,1.1,1.12,1.43,,ussr_gun_406_x3,1.11,1.13,1.45,,,,,,,,,,,
gun_19_x1_russia,,483,gun_19_x1,russia,,ussr_gun_406_x1,1.1,1.18,1.37,,ussr_gun_406_x1,1.116,1.135,1.39,,ussr_gun_406_x1,1.13,1.15,1.41,,ussr_gun_406_x1,1.15,1.17,1.43,,ussr_gun_406_x1,1.16,1.185,1.45,,,,,,,,,,,
gun_19_x2_russia,,483,gun_19_x2,russia,,ussr_gun_406_x2,1.1,1.18,1.37,,ussr_gun_406_x2,1.116,1.135,1.39,,ussr_gun_406_x2,1.13,1.15,1.41,,ussr_gun_406_x2,1.15,1.17,1.43,,ussr_gun_406_x2,1.16,1.185,1.45,,,,,,,,,,,
gun_19_x3_russia,,483,gun_19_x3,russia,,ussr_gun_406_x3,1.1,1.18,1.37,,ussr_gun_406_x3,1.116,1.135,1.39,,ussr_gun_406_x3,1.13,1.15,1.41,,ussr_gun_406_x3,1.15,1.17,1.43,,ussr_gun_406_x3,1.16,1.185,1.45,,,,,,,,,,,
gun_20_x1_russia,,508,gun_20_x1,russia,,ussr_gun_406_x1,1.147,1.185,1.37,,ussr_gun_406_x1,1.164,1.2,1.39,,ussr_gun_406_x1,1.182,1.21,1.41,,ussr_gun_406_x1,1.2,1.23,1.43,,ussr_gun_406_x1,1.215,1.245,1.45,,,,,,,,,,,
gun_20_x2_russia,,508,gun_20_x2,russia,,ussr_gun_406_x2,1.147,1.185,1.37,,ussr_gun_406_x2,1.164,1.2,1.39,,ussr_gun_406_x2,1.182,1.21,1.41,,ussr_gun_406_x2,1.2,1.23,1.43,,ussr_gun_406_x2,1.215,1.245,1.45,,,,,,,,,,,
gun_20_x3_russia,,508,gun_20_x3,russia,,ussr_gun_406_x3,1.147,1.185,1.37,,ussr_gun_406_x3,1.164,1.2,1.39,,ussr_gun_406_x3,1.182,1.21,1.41,,ussr_gun_406_x3,1.2,1.23,1.43,,ussr_gun_406_x3,1.215,1.245,1.45,,,,,,,,,,,
###,,,###,,,Torp_Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_15,,15,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_15,,15,torpedo_x1,,,torpedo_x1,0.825,0.825,,,torpedo_x1,0.845,0.845,,,moga_torpedo_x1,0.63,0.63,,,akizuki_torpedo_x1,0.63,0.63,,,spee_torpedo_x1,0.63,0.63,,,,,,,,,,,,
torpedo_x2_15,,15,torpedo_x2,,,torpedo_x2,0.825,0.825,,,torpedo_x2,0.845,0.845,,,moga_torpedo_x2,0.63,0.63,,,akizuki_torpedo_x2,0.63,0.63,,,spee_torpedo_x2,0.63,0.63,,,,,,,,,,,,
torpedo_x3_15,,15,torpedo_x3,,,torpedo_x3,0.825,0.825,,,torpedo_x3,0.845,0.845,,,moga_torpedo_x3,0.63,0.63,,,akizuki_torpedo_x3,0.63,0.63,,,spee_torpedo_x3,0.63,0.63,,,,,,,,,,,,
torpedo_x4_15,,15,torpedo_x4,,,torpedo_x4,0.825,0.825,,,torpedo_x4,0.845,0.845,,,moga_torpedo_x4,0.63,0.63,,,akizuki_torpedo_x4,0.63,0.63,,,spee_torpedo_x4,0.63,0.63,,,,,,,,,,,,
torpedo_x5_15,,15,torpedo_x5,,,torpedo_x5,0.825,0.825,,,torpedo_x5,0.845,0.845,,,moga_torpedo_x5,0.63,0.63,,,akizuki_torpedo_x5,0.63,0.63,,,spee_torpedo_x5,0.63,0.63,,,,,,,,,,,,
torpedo_x0_16,,16,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_16,,16,torpedo_x1,,,torpedo_x1,0.86,0.86,,,torpedo_x1,0.88,0.88,,,moga_torpedo_x1,0.66,0.66,,,akizuki_torpedo_x1,0.66,0.66,,,spee_torpedo_x1,0.66,0.66,,,,,,,,,,,,
torpedo_x2_16,,16,torpedo_x2,,,torpedo_x2,0.86,0.86,,,torpedo_x2,0.88,0.88,,,moga_torpedo_x2,0.66,0.66,,,akizuki_torpedo_x2,0.66,0.66,,,spee_torpedo_x2,0.66,0.66,,,,,,,,,,,,
torpedo_x3_16,,16,torpedo_x3,,,torpedo_x3,0.86,0.86,,,torpedo_x3,0.88,0.88,,,moga_torpedo_x3,0.66,0.66,,,akizuki_torpedo_x3,0.66,0.66,,,spee_torpedo_x3,0.66,0.66,,,,,,,,,,,,
torpedo_x4_16,,16,torpedo_x4,,,torpedo_x4,0.86,0.86,,,torpedo_x4,0.88,0.88,,,moga_torpedo_x4,0.66,0.66,,,akizuki_torpedo_x4,0.66,0.66,,,spee_torpedo_x4,0.66,0.66,,,,,,,,,,,,
torpedo_x5_16,,16,torpedo_x5,,,torpedo_x5,0.86,0.86,,,torpedo_x5,0.88,0.88,,,moga_torpedo_x5,0.66,0.66,,,akizuki_torpedo_x5,0.66,0.66,,,spee_torpedo_x5,0.66,0.66,,,,,,,,,,,,
torpedo_x0_17,,17,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_17,,17,torpedo_x1,,,torpedo_x1,0.895,0.895,,,torpedo_x1,0.915,0.915,,,moga_torpedo_x1,0.69,0.69,,,akizuki_torpedo_x1,0.69,0.69,,,spee_torpedo_x1,0.69,0.69,,,,,,,,,,,,
torpedo_x2_17,,17,torpedo_x2,,,torpedo_x2,0.895,0.895,,,torpedo_x2,0.915,0.915,,,moga_torpedo_x2,0.69,0.69,,,akizuki_torpedo_x2,0.69,0.69,,,spee_torpedo_x2,0.69,0.69,,,,,,,,,,,,
torpedo_x3_17,,17,torpedo_x3,,,torpedo_x3,0.895,0.895,,,torpedo_x3,0.915,0.915,,,moga_torpedo_x3,0.69,0.69,,,akizuki_torpedo_x3,0.69,0.69,,,spee_torpedo_x3,0.69,0.69,,,,,,,,,,,,
torpedo_x4_17,,17,torpedo_x4,,,torpedo_x4,0.895,0.895,,,torpedo_x4,0.915,0.915,,,moga_torpedo_x4,0.69,0.69,,,akizuki_torpedo_x4,0.69,0.69,,,spee_torpedo_x4,0.69,0.69,,,,,,,,,,,,
torpedo_x5_17,,17,torpedo_x5,,,torpedo_x5,0.895,0.895,,,torpedo_x5,0.915,0.915,,,moga_torpedo_x5,0.69,0.69,,,akizuki_torpedo_x5,0.69,0.69,,,spee_torpedo_x5,0.69,0.69,,,,,,,,,,,,
torpedo_x0_18,,18,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_18,,18,torpedo_x1,,,torpedo_x1,0.93,0.93,,,torpedo_x1,0.95,0.95,,,moga_torpedo_x1,0.72,0.72,,,akizuki_torpedo_x1,0.72,0.72,,,spee_torpedo_x1,0.72,0.72,,,,,,,,,,,,
torpedo_x2_18,,18,torpedo_x2,,,torpedo_x2,0.93,0.93,,,torpedo_x2,0.95,0.95,,,moga_torpedo_x2,0.72,0.72,,,akizuki_torpedo_x2,0.72,0.72,,,spee_torpedo_x2,0.72,0.72,,,,,,,,,,,,
torpedo_x3_18,,18,torpedo_x3,,,torpedo_x3,0.93,0.93,,,torpedo_x3,0.95,0.95,,,moga_torpedo_x3,0.72,0.72,,,akizuki_torpedo_x3,0.72,0.72,,,spee_torpedo_x3,0.72,0.72,,,,,,,,,,,,
torpedo_x4_18,,18,torpedo_x4,,,torpedo_x4,0.93,0.93,,,torpedo_x4,0.95,0.95,,,moga_torpedo_x4,0.72,0.72,,,akizuki_torpedo_x4,0.72,0.72,,,spee_torpedo_x4,0.72,0.72,,,,,,,,,,,,
torpedo_x5_18,,18,torpedo_x5,,,torpedo_x5,0.93,0.93,,,torpedo_x5,0.95,0.95,,,moga_torpedo_x5,0.72,0.72,,,akizuki_torpedo_x5,0.72,0.72,,,spee_torpedo_x5,0.72,0.72,,,,,,,,,,,,
torpedo_x0_19,,19,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_19,,19,torpedo_x1,,,torpedo_x1,0.965,0.965,,,torpedo_x1,0.985,0.985,,,moga_torpedo_x1,0.75,0.75,,,akizuki_torpedo_x1,0.75,0.75,,,spee_torpedo_x1,0.75,0.75,,,,,,,,,,,,
torpedo_x2_19,,19,torpedo_x2,,,torpedo_x2,0.965,0.965,,,torpedo_x2,0.985,0.985,,,moga_torpedo_x2,0.75,0.75,,,akizuki_torpedo_x2,0.75,0.75,,,spee_torpedo_x2,0.75,0.75,,,,,,,,,,,,
torpedo_x3_19,,19,torpedo_x3,,,torpedo_x3,0.965,0.965,,,torpedo_x3,0.985,0.985,,,moga_torpedo_x3,0.75,0.75,,,akizuki_torpedo_x3,0.75,0.75,,,spee_torpedo_x3,0.75,0.75,,,,,,,,,,,,
torpedo_x4_19,,19,torpedo_x4,,,torpedo_x4,0.965,0.965,,,torpedo_x4,0.985,0.985,,,moga_torpedo_x4,0.75,0.75,,,akizuki_torpedo_x4,0.75,0.75,,,spee_torpedo_x4,0.75,0.75,,,,,,,,,,,,
torpedo_x5_19,,19,torpedo_x5,,,torpedo_x5,0.965,0.965,,,torpedo_x5,0.985,0.985,,,moga_torpedo_x5,0.75,0.75,,,akizuki_torpedo_x5,0.75,0.75,,,spee_torpedo_x5,0.75,0.75,,,,,,,,,,,,
torpedo_x0_20,,20,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_20,,20,torpedo_x1,,,torpedo_x1,1,1,,,torpedo_x1,1.02,1.02,,,moga_torpedo_x1,0.78,0.78,,,akizuki_torpedo_x1,0.78,0.78,,,spee_torpedo_x1,0.78,0.78,,,,,,,,,,,,
torpedo_x2_20,,20,torpedo_x2,,,torpedo_x2,1,1,,,torpedo_x2,1.02,1.02,,,moga_torpedo_x2,0.78,0.78,,,akizuki_torpedo_x2,0.78,0.78,,,spee_torpedo_x2,0.78,0.78,,,,,,,,,,,,
torpedo_x3_20,,20,torpedo_x3,,,torpedo_x3,1,1,,,torpedo_x3,1.02,1.02,,,moga_torpedo_x3,0.78,0.78,,,akizuki_torpedo_x3,0.78,0.78,,,spee_torpedo_x3,0.78,0.78,,,,,,,,,,,,
torpedo_x4_20,,20,torpedo_x4,,,torpedo_x4,1,1,,,torpedo_x4,1.02,1.02,,,moga_torpedo_x4,0.78,0.78,,,akizuki_torpedo_x4,0.78,0.78,,,spee_torpedo_x4,0.78,0.78,,,,,,,,,,,,
torpedo_x5_20,,20,torpedo_x5,,,torpedo_x5,1,1,,,torpedo_x5,1.02,1.02,,,moga_torpedo_x5,0.78,0.78,,,akizuki_torpedo_x5,0.78,0.78,,,spee_torpedo_x5,0.78,0.78,,,,,,,,,,,,
torpedo_x0_21,,21,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_21,,21,torpedo_x1,,,torpedo_x1,1.035,1.035,,,torpedo_x1,1.055,1.055,,,moga_torpedo_x1,0.81,0.81,,,akizuki_torpedo_x1,0.81,0.81,,,spee_torpedo_x1,0.81,0.81,,,,,,,,,,,,
torpedo_x2_21,,21,torpedo_x2,,,torpedo_x2,1.035,1.035,,,torpedo_x2,1.055,1.055,,,moga_torpedo_x2,0.81,0.81,,,akizuki_torpedo_x2,0.81,0.81,,,spee_torpedo_x2,0.81,0.81,,,,,,,,,,,,
torpedo_x3_21,,21,torpedo_x3,,,torpedo_x3,1.035,1.035,,,torpedo_x3,1.055,1.055,,,moga_torpedo_x3,0.81,0.81,,,akizuki_torpedo_x3,0.81,0.81,,,spee_torpedo_x3,0.81,0.81,,,,,,,,,,,,
